packet_size,connection_duration,source_port,dest_port,protocol,bytes_sent,bytes_received,flow_duration,label
1748.3570765056163,1.0454809461012622,33288,22,6,14072.665714795945,268.23487983255876,9.090639281469299,0.0
1430.8678494144076,0.13657876114710152,44652,443,6,265.6481713908426,53177.04430794982,1.2400287453386847,0.0
1823.8442690503462,0.0919995580552978,47240,954,6,31743.35387893865,861.8758687320426,2.163212207280723,1.0
2261.5149282040124,0.23531180975614502,7321,53,6,1960.7770022033772,1197.684809228064,0.10393002317335168,0.0
1382.923312638332,3.3029714201509606,59779,80,17,57.957095072300575,15860.124246322604,18.845572318703834,0.0
1382.9315215254098,5.901059970123997,28880,80,6,2398.236009816654,79558.42526608933,0.3448846998266556,0.0
2289.6064077536957,0.15012926746491154,50447,443,17,10875.39503423951,115.9687979972461,11.424763502104643,0.0
1883.7173645764544,6.2073124681373715,9358,80,6,392.40568137191536,345.73584933278005,1.8770155181534423,0.0
1265.262807032524,1.4787030987775223,25186,80,1,9392.823862358173,893.0527610145459,4.428279073215318,1.0
1771.2800217929823,0.7121093525572041,7032,80,6,470.2981624214094,248.20490148766325,5.686488149262362,0.0
1268.291153593769,0.15995324947914416,9011,443,17,1138.897632967883,5956.420799695539,0.7589375150005913,0.0
1267.1351232148716,1.3887929935427872,63556,25,6,788.8095644389648,199.14522409574036,2.9327715228737032,0.0
1620.981135783017,3.1647697803952357,31990,443,6,97.71426705800621,13810.80211762148,1.9686667275574674,0.0
543.359877671101,2.4557557155672995,4356,443,6,409.0071978565716,3817.2841704622374,0.2913376083336508,0.0
637.5410837434836,0.10306245899209292,1811,80,17,717.8649008648346,11249.58336098847,8.954608732873822,0.0
1218.8562353795137,0.15139164811650496,40014,22,6,2297.9873010539145,200.93714217310026,0.23109807592777637,0.0
993.5844398327881,1.0312518624321754,10897,22,6,7.367297990399549,509.2867248968993,5.295870872911774,0.0
1657.1236662976369,0.699939218760098,18030,443,17,12495.277435195287,6607.569042720903,1.8849522561643366,0.0
1045.9879622393944,0.528932183465119,21249,80,6,12250.810816534682,4597.124962845549,1.0667664584495449,0.0
793.8481493323542,0.6598003569110232,37468,80,17,10056.835460095754,617.872717862427,5.499356174074953,1.0
2232.824384460777,3.254010062313432,36364,80,6,150.91081660681473,821.3382903486488,4.272894853406795,0.0
1387.1118497567322,5.296585189086856,40707,443,17,1659.6087492311524,460.03570422906057,1.8935530453478733,0.0
1533.764102343962,1.0387329683550672,6057,21,6,19591.895019823347,778.2999198978375,3.5970528004523654,0.0
787.6259068932716,4.7312841364857805,8812,25,6,23271.661052321117,159.0659539527111,1.413387091297909,0.0
1227.8086377374086,0.7757289281144991,16713,443,6,57403.575798308426,113.70019246244837,9.96435480589891,0.0
60.41553810693325,1.2941957719790484,45244,22,17,101.4849916450173,8191.571438108826,1.883067587616699,1.0
924.5032112888485,0.5124417419455772,22622,53,6,2665.247716643213,727.192434955997,1.4062011921242736,0.0
1687.849009172836,0.09423844911542827,38504,373,6,132.17166995915073,10967.103518014637,6.96828118797219,1.0
1199.6806550405975,7.7246679359526444,30727,80,17,25078.15402212931,3611.829116356216,0.08874537516247666,0.0
1354.1531251033616,1.850123651620192,1090,53,6,1187.2221346656281,2046.775742048361,1.5599539629462993,0.0
1199.1466938853016,0.8857548572133683,49647,80,17,3190.3373893459784,264.9540776783795,2.353180911535619,0.0
55.92399152027471,2.0872112369509677,46270,53,1,112.83697867913934,97.36243435412813,10.695446579969659,1.0
1493.2513876310331,0.26231568850462134,8557,53,17,11682.042608451666,439.73952480837096,15.023037969573014,1.0
971.1445355220501,4.390316871332613,16127,443,17,588.21266161576,23478.36915709011,6.302327203588238,0.0
1911.2724560515944,1.3986683644064692,5640,21,6,7389.111229555461,6489.324530228316,3.3916059635310454,0.0
889.5781750144889,1.1933108238122037,47069,22,6,2704.9221056613824,364.73535130228385,5.116896324272716,0.0
1604.4317975023778,1.7631255210799208,51316,443,17,7507.411050280567,449.834410566236,2.672186420423888,0.0
520.1649380601123,1.960506106303654,60682,80,6,14295.411356928127,171.02693159666754,1.774994830505975,0.0
835.9069755507848,0.14896397451132995,39522,80,6,574.5107670502624,49.69124570999492,15.047946008258048,0.0
1598.4306179345617,2.29529345904876,44516,80,17,1063.9029344382063,1343.7238438021477,0.613043339748862,0.0
1869.2332899977052,0.5539635317830209,12796,443,6,2247.616833787695,34549.72326379568,2.126249473400788,0.0
1585.6841405949851,2.503195722539067,24873,80,17,14002.594447241596,35428.27114173521,11.4675797097742,0.0
1442.1758588058797,3.457961427963438,50060,80,17,1866.4694367447187,3698.963482634117,6.421242414614925,0.0
1349.4481522053557,3.2588578919909588,59555,80,17,84.58912328217417,328.5388576646915,0.14766648714730388,0.0
760.7390048162863,1.608161806149805,54647,22,17,2005.4710650548002,60.40304888361004,0.11685326012629263,0.0
1140.0778958026456,1.4686463600932604,13964,53,17,12920.117890380412,8902.829008057804,3.633648701366327,0.0
1269.6806145201062,0.3083452699285018,53515,53,17,44982.95168998962,2682.3098942311926,3.3106952642287895,0.0
64.30467406804004,2.9863890152748565,17956,443,6,131.61454084797035,582.6249409719622,2.925874241240023,1.0
1671.8091447842307,0.10660299898783877,30793,712,6,152.62846688122735,417.1374548309601,1.8001439650342599,1.0
618.479922318633,1.3731195417994453,57851,22,17,1322.4726835651015,3644.130810548801,21.576971465659483,0.0
1662.0419846973975,0.6689159933274842,62455,443,17,7708.772887873176,209.9263939561869,1.5871840872634895,0.0
1307.4588597918416,0.28734438981459237,25672,443,6,16855.453214227895,1769.5212943169026,3.3671169626473167,0.0
1161.5389998470207,1.9861151469518448,48435,80,6,8218.50151877655,95.61756203474782,2.595071101850776,0.0
1805.838144420434,0.11172751945183274,33990,53,6,1802.238755110543,94563.15270532202,0.9331506828077685,0.0
2015.4997612479756,2.761779855836161,28801,80,6,16597.890028536138,277.5233930140958,1.132112224609786,0.0
1965.6400595580992,0.7642398651077931,60149,443,17,827.8813233373103,4011.0082096384867,12.523674198052595,0.0
1080.3912383886807,0.1418068729747207,33591,612,1,4312.608177869134,99.87872573095049,9.769500217060447,1.0
1345.3938120743926,1.4313138256088904,50747,80,6,13354.047799335109,791.1548249507746,1.109748232888143,0.0
1665.631715701782,0.09596998472250436,18198,80,6,9824.147018165717,6433.262742696655,10.423783165309832,1.0
1987.7725635611796,0.6463962198195594,43622,443,6,9879.23086906022,9916.058188180283,1.1734632437045143,0.0
1260.412881077355,2.4550048511866462,60199,80,17,9394.03307307628,5047.137481474024,4.924806514219865,0.0
1407.1705116680914,0.12948160931765357,60223,22,6,365.9922818782744,831.7328881302161,0.42387225834477565,0.0
946.8325129969859,3.6569111284295728,14822,443,6,3087.4941921815152,289.4834152446903,10.616742543320452,0.0
901.8966879596646,0.007654474392792114,18582,443,6,11393.861269925515,127.05826527733294,0.264369026662195,1.0
1906.262911197099,0.566912346182991,62108,443,6,7460.153825344906,22194.441986408743,4.047763331445602,1.0
2178.1200142854113,2.7011136926222084,45261,443,6,287.8156410709438,1348.4923640021045,7.564086711930712,0.0
1463.994939209833,0.7603847902394995,1202,443,6,5942.786515449752,1951.743694250871,0.6212146720394752,0.0
68.59981594807101,0.21493076548758702,52420,443,6,101.42486468812496,11279.471910738297,2.591603773579667,1.0
1680.818012523817,0.893305335129616,21494,22,6,10245.177491490043,3545.5996099739577,0.2142773421488261,0.0
1177.4401226974378,0.6304992769775121,18142,22,6,3073.8790452121984,849.9397748059906,5.740366482118317,0.0
1680.697802754207,3.6993522742740583,23640,25,17,133829.15304141078,4860.064054573242,1.836871282550367,0.0
2269.0182832329847,0.7518550905876795,1822,80,17,1979.896195813744,315.73627835444785,4.098035258749589,0.0
1482.0869804450242,3.1111543154627013,8625,443,17,1978.7222866410652,49.28979418113244,13.495373291871681,0.0
2282.321827907003,4.448881815408057,26387,53,17,11673.359573698019,18465.963099486784,1.8253944201731653,0.0
190.12744795512782,1.1376773450865927,3819,80,6,2223.8930625822,373.005453631326,0.24924785179547077,0.0
1910.951252187612,4.814628146322393,32950,80,6,5165.027028753854,596.70334155159,5.629317787514282,0.0
1543.5235341190858,0.9474388211190321,46288,443,6,21781.147568123848,711.8257510205842,7.728587719636483,0.0
1350.496324767066,6.652833904337432,38380,80,17,1745.8037402355903,328.84590940025015,15.834805103751357,0.0
1545.8803882677512,0.18706048362472302,8321,80,1,32549.599325839503,9923.567106753304,0.8586940230283902,0.0
506.2155426995536,2.3232272893199766,65176,53,6,103.72387176357033,2319.04881506581,2.489052817479548,0.0
1390.164056081244,1.3617023364623064,4108,443,6,73641.1868921493,597.3040023216928,9.294000310505679,0.0
1678.5562857558732,0.9808986275250262,31353,80,6,83.40162862980398,85.51247210950369,8.221994779370585,0.0
2238.947022370758,2.0032173348106554,12134,53,17,44550.320337752106,2013.4312410148561,4.901423104538431,0.0
1240.8648908631762,2.4338262852702486,1755,53,6,71.31274501371924,8.156218519553686,1.5692305608531467,0.0
1095.7531985534063,0.008745632983492825,2153,443,6,156555.87231081454,1746.7148202963015,1.670622009273099,0.0
1249.1214782077318,0.10643971823238232,29046,587,6,4112.360309326822,16096.560421151158,0.6619630328614972,1.0
1957.701058851037,2.4968670625373326,2629,21,6,450.44299633841035,1247.7744695512345,12.745861163181296,0.0
1664.3755548298423,2.1955377703349446,12994,22,17,124273.43448629463,12242.326450027018,0.949338877923951,0.0
1235.1198981164805,6.765585882081083,44729,443,6,337.7344227801823,93.84503476172212,4.253528650020027,0.0
1756.633716556678,2.862899715513481,45154,25,17,1891.8155227515413,64671.94634646928,4.389575640430326,0.0
1548.5387746740203,6.022614176753758,30289,443,6,545481.7248033652,9843.54192575308,2.307046859066953,0.0
1984.3224952664445,2.4249544057541748,33354,80,17,6575.305428835065,2841.0577936367495,2.1733249851011625,0.0
1148.9734530613239,0.7077924980065297,3957,443,17,51.83006593994905,331.36188629609245,5.521971137912214,0.0
